# File generated by PiHelper. Please see the project web site for further details on data use terms.
# Exporter: DrugTargetExporter
# Time: 2014.07.15 at 02:17:00 EDT
PiHelper_DrugTarget_ID	HGNC_Symbol	Drug_Name	DataSources	References
1680	SLC6A4	Amitriptyline	DrugBank;KEGG Drugs;PubMed:21804595	PubMed:9537821;PubMed:14744476;PubMed:15877309;PubMed:21804595;PubMed:16079297;PubMed:16032412;PubMed:16140280
1681	HTR2A	Amitriptyline	DrugBank	PubMed:7855217
1682	HTR1A	Amitriptyline	DrugBank	PubMed:7855217
1683	OPRD1	Amitriptyline	DrugBank	PubMed:19828880
1684	OPRK1	Amitriptyline	DrugBank	PubMed:19828880
1685	NTRK1	Amitriptyline	DrugBank	PubMed:19549602
1686	NTRK2	Amitriptyline	DrugBank	PubMed:19549602
1687	ADRA1A	Amitriptyline	DrugBank	PubMed:7855217;PubMed:20363235
1688	ADRA1D	Amitriptyline	DrugBank	PubMed:20363235
1689	ADRA2A	Amitriptyline	DrugBank	PubMed:7855217;PubMed:14757140
1690	HRH1	Amitriptyline	DrugBank	PubMed:7855217
1691	CHRM1	Amitriptyline	DrugBank	PubMed:7855217
1692	CHRM2	Amitriptyline	DrugBank	PubMed:7855217
1693	CHRM3	Amitriptyline	DrugBank	PubMed:7855217
1694	CHRM4	Amitriptyline	DrugBank	PubMed:7855217
1695	CHRM5	Amitriptyline	DrugBank	PubMed:7855217
1696	KCNQ2	Amitriptyline	DrugBank	PubMed:17456683
1697	KCNA1	Amitriptyline	DrugBank	PubMed:17456683
1698	KCND2	Amitriptyline	DrugBank	PubMed:9781919
1699	KCND3	Amitriptyline	DrugBank	PubMed:9781919
1700	TYMS	Floxuridine	DrugBank;KEGG Drugs;PubMed:21804595	PubMed:10482907;PubMed:10697523;PubMed:10553409;PubMed:10697524;PubMed:10891536;PubMed:21804595
1701	COMT	Tolcapone	DrugBank;KEGG Drugs;PubMed:21804595	PubMed:11873938;PubMed:17063156;PubMed:20502133;PubMed:15697329;PubMed:10882160;PubMed:9917075;PubMed:19503773;PubMed:11752352;PubMed:12538800;PubMed:18046910;PubMed:21804595;PubMed:9808337
1702	NR3C1	Fluorometholone	DrugBank;KEGG Drugs	PubMed:16891588;PubMed:17038445;PubMed:16980198;PubMed:15684812;PubMed:17086345;PubMed:16895953
1703	NPR1	Nitroprusside	DrugBank;PubMed:21804595	PubMed:17016498;PubMed:16902599;PubMed:15093694;PubMed:21804595
1704	OPRM1	Hydromorphone	DrugBank;KEGG Drugs;PubMed:21804595	PubMed:11305075;PubMed:11869661;PubMed:18789923;PubMed:12479250;PubMed:21804595
1705	OPRD1	Hydromorphone	DrugBank;PubMed:21804595	PubMed:7511163;PubMed:2849950;PubMed:9301669;PubMed:17658959;PubMed:11752352;PubMed:2478994;PubMed:21804595
1706	OPRK1	Hydromorphone	DrugBank;PubMed:21804595	PubMed:17016423;PubMed:16433932;PubMed:17139284;PubMed:21804595
1707	PTGS1	Indomethacin	DrugBank;PubMed:21804595	PubMed:15891886;PubMed:15743404;PubMed:15831902;PubMed:15887968;PubMed:21804595;PubMed:15700751
1708	PTGS2	Indomethacin	DrugBank;PubMed:21804595	PubMed:15668944;PubMed:15831440;PubMed:15730717;PubMed:15667901;PubMed:21804595;PubMed:15770365
1709	PLA2G2A	Indomethacin	DrugBank	
1710	PTGR2	Indomethacin	DrugBank	PubMed:19000823
1711	PPARG	Indomethacin	DrugBank	PubMed:12689521
1712	GLO1	Indomethacin	DrugBank	PubMed:17243824
1713	PTGDR2	Indomethacin	DrugBank	PubMed:16030019;PubMed:15563582;PubMed:15870392
1714	PRKAB1	Metformin	DrugBank;PubMed:21804595	PubMed:12890675;PubMed:17307971;PubMed:12960015;PubMed:19428322;PubMed:14502105;PubMed:14871885;PubMed:12086935;PubMed:14500570;PubMed:21804595
1715	CHRM1	Ipratropium bromide	DrugBank;KEGG Drugs;PubMed:21804595	PubMed:15987237;PubMed:21804595
1716	CHRM2	Ipratropium bromide	DrugBank;KEGG Drugs;PubMed:21804595	PubMed:15987237;PubMed:21804595
1717	CHRM3	Ipratropium bromide	DrugBank;KEGG Drugs	PubMed:15987237
1718	OPRM1	Methadone	DrugBank;KEGG Drugs;PubMed:21804595	PubMed:17016423;PubMed:11933204;PubMed:14991152;PubMed:17850768;PubMed:21804595;PubMed:17139284
1719	GRIN3A	Methadone	DrugBank	PubMed:17016423;PubMed:19717013;PubMed:17139284
1720	CHRNA10	Methadone	DrugBank	PubMed:17016423;PubMed:17139284
1721	OPRD1	Methadone	DrugBank	PubMed:19843777
1722	HTR2A	Olanzapine	DrugBank;KEGG Drugs;PubMed:21804595	PubMed:15358979;PubMed:17848919;PubMed:14530903;PubMed:16905159;PubMed:16038601;PubMed:11752352;PubMed:17316700;PubMed:21804595;PubMed:15816787;PubMed:10227113
1723	DRD2	Olanzapine	DrugBank;KEGG Drugs;PubMed:21804595	PubMed:17848919;PubMed:16730699;PubMed:17092971;PubMed:17067304;PubMed:14575800;PubMed:11752352;PubMed:16513877;PubMed:17316700;PubMed:21804595
1724	DRD1	Olanzapine	DrugBank;PubMed:21804595	PubMed:17848919;PubMed:11752352;PubMed:21804595;PubMed:10227113
1725	DRD5	Olanzapine	DrugBank	PubMed:17848919;PubMed:10227113
1726	DRD3	Olanzapine	DrugBank;KEGG Drugs;PubMed:21804595	PubMed:17848919;PubMed:11752352;PubMed:21804595
1727	DRD4	Olanzapine	DrugBank;KEGG Drugs;PubMed:21804595	PubMed:11752352;PubMed:16237394;PubMed:21804595
1728	HTR1A	Olanzapine	DrugBank	PubMed:17848919
1729	HTR1B	Olanzapine	DrugBank	PubMed:17848919
1730	HTR1D	Olanzapine	DrugBank	PubMed:17848919
1731	HTR1E	Olanzapine	DrugBank	PubMed:17848919
1732	HTR2C	Olanzapine	DrugBank;KEGG Drugs;PubMed:21804595	PubMed:16918396;PubMed:16952163;PubMed:16983399;PubMed:11752352;PubMed:16336943;PubMed:21804595;PubMed:17624999;PubMed:10227113
1733	HTR3A	Olanzapine	DrugBank	PubMed:17848919
1734	HTR6	Olanzapine	DrugBank	PubMed:17848919
1735	HTR7	Olanzapine	DrugBank	PubMed:17848919
1736	HRH1	Olanzapine	DrugBank;KEGG Drugs;PubMed:21804595	PubMed:16141369;PubMed:15893120;PubMed:15729086;PubMed:11752352;PubMed:17316700;PubMed:21804595;PubMed:10227113
1737	ADRA1A	Olanzapine	DrugBank	PubMed:17848919;PubMed:10227113
1738	ADRA1B	Olanzapine	DrugBank;KEGG Drugs;PubMed:21804595	PubMed:17848919;PubMed:11752352;PubMed:17316700;PubMed:21804595;PubMed:10227113
1739	ADRA2A	Olanzapine	DrugBank	PubMed:17848919
1740	ADRA2B	Olanzapine	DrugBank	PubMed:17848919
1741	ADRA2C	Olanzapine	DrugBank	PubMed:17848919
1742	CHRM1	Olanzapine	DrugBank;PubMed:21804595	PubMed:17848919;PubMed:17316700;PubMed:21804595;PubMed:10227113
1743	CHRM2	Olanzapine	DrugBank;PubMed:21804595	PubMed:17848919;PubMed:21804595;PubMed:10227113
1744	CHRM3	Olanzapine	DrugBank;PubMed:21804595	PubMed:17848919;PubMed:21804595;PubMed:10227113
1745	CHRM4	Olanzapine	DrugBank;PubMed:21804595	PubMed:17848919;PubMed:21804595;PubMed:10227113
1746	CHRM5	Olanzapine	DrugBank;PubMed:21804595	PubMed:17848919;PubMed:21804595;PubMed:10227113
1747	ADRB1	Atenolol	DrugBank;KEGG Drugs;PubMed:21804595	PubMed:10913016;PubMed:12065078;PubMed:17628611;PubMed:9300315;PubMed:11752352;PubMed:21804595
1748	MTOR	Pimecrolimus	DrugBank	PubMed:12113647
1749	FKBP1A	Pimecrolimus	DrugBank;PubMed:21804595	PubMed:12113647;PubMed:21804595
1750	ATP4A	Omeprazole	DrugBank;PubMed:21804595	PubMed:18925391;PubMed:11752352;PubMed:19120905;PubMed:18679668;PubMed:21804595
1751	CHRM1	Metixene	DrugBank;KEGG Drugs;PubMed:21804595	PubMed:17016423;PubMed:17139284;PubMed:21804595
1752	CHRM4	Metixene	DrugBank;KEGG Drugs;PubMed:21804595	PubMed:17016423;PubMed:17139284;PubMed:21804595
1753	CHRM5	Metixene	DrugBank;KEGG Drugs;PubMed:21804595	PubMed:17016423;PubMed:11752352;PubMed:17139284;PubMed:21804595
1754	CHRM2	Metixene	DrugBank;KEGG Drugs;PubMed:21804595	PubMed:17016423;PubMed:21804595;PubMed:17139284
1755	CHRM3	Metixene	DrugBank;KEGG Drugs;PubMed:21804595	PubMed:17016423;PubMed:21804595;PubMed:17139284
1756	HRH1	Cetirizine	DrugBank;KEGG Drugs;PubMed:21804595	PubMed:14505791;PubMed:15942272;PubMed:15286093;PubMed:10597865;PubMed:12787835;PubMed:11752352;PubMed:21804595
1757	HRH1	Terfenadine	DrugBank;KEGG Drugs;PubMed:21804595	PubMed:8001268;PubMed:2879489;PubMed:7654486;PubMed:9485522;PubMed:11752352;PubMed:21804595;PubMed:2569356
1758	KCNH2	Terfenadine	DrugBank	PubMed:15102940;PubMed:20636881;PubMed:11752352
1759	CHRM3	Terfenadine	DrugBank	PubMed:10212017
1760	CACNG1	Diltiazem	DrugBank;PubMed:21804595	PubMed:17016423;PubMed:15320693;PubMed:19929811;PubMed:17139284;PubMed:21804595
1761	SLC6A2	Protriptyline	DrugBank;PubMed:21804595	PubMed:17016423;PubMed:9537821;PubMed:8684598;PubMed:21804595;PubMed:17139284
1762	SLC6A4	Protriptyline	DrugBank;PubMed:21804595	PubMed:9537821;PubMed:9928259;PubMed:1476595;PubMed:8767026;PubMed:9672904;PubMed:9694957;PubMed:21804595
1763	ADRA1A	Alfuzosin	DrugBank;PubMed:21804595	PubMed:9122046;PubMed:8799556;PubMed:9223558;PubMed:11752352;PubMed:8196478;PubMed:12892027;PubMed:16613526;PubMed:11750253;PubMed:9870119;PubMed:16553574;PubMed:15639685;PubMed:21804595
1764	ADRA1B	Alfuzosin	DrugBank;KEGG Drugs;PubMed:21804595	PubMed:9122046;PubMed:8799556;PubMed:11752352;PubMed:8196478;PubMed:16613526;PubMed:11750253;PubMed:9870119;PubMed:16553574;PubMed:15639685;PubMed:21804595
1765	ADRA1D	Alfuzosin	DrugBank;KEGG Drugs;PubMed:21804595	PubMed:9122046;PubMed:8799556;PubMed:8196478;PubMed:11752352;PubMed:11750253;PubMed:16613526;PubMed:15639685;PubMed:16553574;PubMed:21804595
1766	CACNA1G	Trimethadione	DrugBank;PubMed:21804595	PubMed:17016423;PubMed:16171802;PubMed:17291698;PubMed:11752352;PubMed:17139284;PubMed:21804595
1767	HPD	Nitisinone	DrugBank;KEGG Drugs;PubMed:21804595	PubMed:15931605;PubMed:14668946;PubMed:11752352;PubMed:15931360;PubMed:12142814;PubMed:18422479;PubMed:21804595
1768	GABRA1	Clobazam	DrugBank;KEGG Drugs;PubMed:21804595	PubMed:11752352;PubMed:11752090;PubMed:21804595;PubMed:18384456
1769	GABRA2	Clobazam	DrugBank;KEGG Drugs;PubMed:21804595	PubMed:11752090;PubMed:21804595;PubMed:18384456
1770	GABRA3	Clobazam	DrugBank;KEGG Drugs;PubMed:21804595	PubMed:11752090;PubMed:21804595;PubMed:18384456
1771	GABRA4	Clobazam	DrugBank;KEGG Drugs;PubMed:21804595	PubMed:11752090;PubMed:21804595;PubMed:18384456
1772	GABRA5	Clobazam	DrugBank;KEGG Drugs;PubMed:21804595	PubMed:11752090;PubMed:21804595;PubMed:18384456
1773	GABRA6	Clobazam	DrugBank;KEGG Drugs;PubMed:21804595	PubMed:11752090;PubMed:21804595;PubMed:18384456
1774	GABRB1	Clobazam	DrugBank;KEGG Drugs;PubMed:21804595	PubMed:11752090;PubMed:21804595;PubMed:18384456
1775	GABRB2	Clobazam	DrugBank;KEGG Drugs;PubMed:21804595	PubMed:11752090;PubMed:21804595;PubMed:18384456
1776	GABRB3	Clobazam	DrugBank;KEGG Drugs;PubMed:21804595	PubMed:11752090;PubMed:21804595;PubMed:18384456
1777	GABRG1	Clobazam	DrugBank;KEGG Drugs;PubMed:21804595	PubMed:11752090;PubMed:21804595;PubMed:18384456
1778	GABRG2	Clobazam	DrugBank;KEGG Drugs;PubMed:21804595	PubMed:11752090;PubMed:21804595;PubMed:18384456
1779	GABRG3	Clobazam	DrugBank;KEGG Drugs;PubMed:21804595	PubMed:11752090;PubMed:21804595;PubMed:18384456
1780	GABRD	Clobazam	DrugBank;KEGG Drugs;PubMed:21804595	PubMed:11752090;PubMed:21804595;PubMed:18384456
1781	GABRE	Clobazam	DrugBank;KEGG Drugs;PubMed:21804595	PubMed:11752090;PubMed:21804595;PubMed:18384456
1782	GABRP	Clobazam	DrugBank;KEGG Drugs;PubMed:21804595	PubMed:11752090;PubMed:21804595;PubMed:18384456
1783	GABRR1	Clobazam	DrugBank;PubMed:21804595	PubMed:11752090;PubMed:21804595;PubMed:18384456
1784	GABRR2	Clobazam	DrugBank;PubMed:21804595	PubMed:11752090;PubMed:21804595;PubMed:18384456
1785	GABRR3	Clobazam	DrugBank;PubMed:21804595	PubMed:11752090;PubMed:21804595;PubMed:18384456
1786	GABRQ	Clobazam	DrugBank;KEGG Drugs;PubMed:21804595	PubMed:11752090;PubMed:21804595;PubMed:18384456
1787	KCNJ1	Minoxidil	DrugBank;PubMed:21804595	PubMed:17016423;PubMed:9579735;PubMed:18602898;PubMed:9646008;PubMed:16169954;PubMed:1601843;PubMed:17139284;PubMed:21804595
1788	PTGS1	Minoxidil	DrugBank	PubMed:9008235;PubMed:10616041;PubMed:7560228
1789	PGR	Megestrol	DrugBank;KEGG Drugs;PubMed:21804595	PubMed:16343217;PubMed:2982481;PubMed:19434889;PubMed:9744490;PubMed:15086241;PubMed:14687437;PubMed:11752352;PubMed:15595341;PubMed:21804595;PubMed:19731987
1790	NR3C1	Megestrol	DrugBank	PubMed:6222739;PubMed:2982481;PubMed:9195366;PubMed:18411198;PubMed:9744490;PubMed:15595341
1791	DRD1	Methylergonovine	DrugBank;PubMed:21804595	PubMed:17016423;PubMed:10200235;PubMed:15930499;PubMed:11752352;PubMed:17139284;PubMed:21804595
1792	HRH1	Buclizine	DrugBank;PubMed:21804595	PubMed:17016423;PubMed:11752352;PubMed:17139284;PubMed:21804595
1793	CHRM1	Buclizine	DrugBank;PubMed:21804595	PubMed:17016423;PubMed:21804595;PubMed:17139284
1794	KCNMA1	Chlorzoxazone	DrugBank;PubMed:21804595	PubMed:20505091;PubMed:16859676;PubMed:10712246;PubMed:21804595
1795	CYP19A1	Aminoglutethimide	DrugBank;KEGG Drugs;PubMed:21804595	PubMed:16244789;PubMed:17016423;PubMed:16332571;PubMed:16474421;PubMed:17602675;PubMed:11752352;PubMed:17139284;PubMed:21804595
1796	CYP11A1	Aminoglutethimide	DrugBank	PubMed:11161433;PubMed:16817851;PubMed:11752352
1797	NOS3	Tetrahydrobiopterin	DrugBank;PubMed:21804595	PubMed:12003347;PubMed:10995244;PubMed:10749876;PubMed:10075731;PubMed:11009561;PubMed:10924132;PubMed:21804595
1798	PAH	Tetrahydrobiopterin	DrugBank;PubMed:21804595	PubMed:10089284;PubMed:10839989;PubMed:10924272;PubMed:10872454;PubMed:11163771;PubMed:21804595
1799	TH	Tetrahydrobiopterin	DrugBank;PubMed:21804595	PubMed:10464780;PubMed:10543618;PubMed:11752352;PubMed:10197775;PubMed:10411647;PubMed:21804595;PubMed:10643998
1800	TPH1	Tetrahydrobiopterin	DrugBank;PubMed:21804595	PubMed:12414107;PubMed:15223360;PubMed:2665179;PubMed:21804595;PubMed:11472242;PubMed:10381000
1801	TUBB	Vinorelbine	DrugBank;CancerRxGene;KEGG Drugs;PubMed:21804595	PubMed:17016423;PubMed:7740336;PubMed:20403547;PubMed:9515574;PubMed:21804595;PubMed:17139284
1802	DRD2	Clozapine	DrugBank;KEGG Drugs;PubMed:21804595	PubMed:12769622;PubMed:14575800;PubMed:15286066;PubMed:11752352;PubMed:16040180;PubMed:15781964;PubMed:21804595
1803	HTR2A	Clozapine	DrugBank;KEGG Drugs;PubMed:21804595	PubMed:14530903;PubMed:12973385;PubMed:14751426;PubMed:7520908;PubMed:14687870;PubMed:21804595;PubMed:15037867
1804	DRD1	Clozapine	DrugBank;PubMed:21804595	PubMed:11752352;PubMed:21804595
1805	DRD3	Clozapine	DrugBank	PubMed:17848919
1806	DRD4	Clozapine	DrugBank;KEGG Drugs;PubMed:21804595	PubMed:15886414;PubMed:16223700;PubMed:15992586;PubMed:11752352;PubMed:12763097;PubMed:21804595;PubMed:13129658
1807	HTR1A	Clozapine	DrugBank;KEGG Drugs;PubMed:21804595	PubMed:15213359;PubMed:12923612;PubMed:12589516;PubMed:12564641;PubMed:21804595;PubMed:15261283
1808	HTR1B	Clozapine	DrugBank	PubMed:17848919
1809	HTR1D	Clozapine	DrugBank	PubMed:17848919
1810	HTR1E	Clozapine	DrugBank	PubMed:17848919
1811	HTR2C	Clozapine	DrugBank;KEGG Drugs;PubMed:21804595	PubMed:15917433;PubMed:16182256;PubMed:21804595
1812	HTR3A	Clozapine	DrugBank	PubMed:17848919
1813	HTR6	Clozapine	DrugBank	PubMed:17848919
1814	HTR7	Clozapine	DrugBank;KEGG Drugs	PubMed:17848919
1815	HRH1	Clozapine	DrugBank;PubMed:21804595	PubMed:17382376;PubMed:7520908;PubMed:11752352;PubMed:21804595
1816	HRH4	Clozapine	DrugBank;PubMed:21804595	PubMed:16854056;PubMed:16860312;PubMed:17346280;PubMed:11752352;PubMed:21804595
1817	ADRA1A	Clozapine	DrugBank	PubMed:17848919
1818	ADRA1B	Clozapine	DrugBank;KEGG Drugs	PubMed:17848919
1819	ADRA2A	Clozapine	DrugBank	PubMed:17848919
1820	ADRA2B	Clozapine	DrugBank	PubMed:17848919
1821	ADRA2C	Clozapine	DrugBank	PubMed:17848919
1822	CHRM1	Clozapine	DrugBank	PubMed:17848919
1823	CHRM2	Clozapine	DrugBank	PubMed:17848919
1824	CHRM3	Clozapine	DrugBank	PubMed:17848919
1825	CHRM4	Clozapine	DrugBank	PubMed:17848919
1826	CHRM5	Clozapine	DrugBank	PubMed:17848919
1827	CALY	Clozapine	DrugBank	PubMed:11752352
1828	PGA3	Sucralfate	DrugBank;PubMed:21804595	PubMed:2190304;PubMed:1978840;PubMed:1611711;PubMed:21804595
1829	FGF2	Sucralfate	DrugBank	PubMed:1970337;PubMed:1957124;PubMed:8578198;PubMed:8578218;PubMed:7948825
1830	EGF	Sucralfate	DrugBank	PubMed:1970337;PubMed:1957124;PubMed:8578218
1831	FGA	Sucralfate	DrugBank	PubMed:6892775
1832	FGB	Sucralfate	DrugBank	PubMed:6892775
1833	FGG	Sucralfate	DrugBank	PubMed:6892775
1834	HRH1	Doxylamine	DrugBank;KEGG Drugs;PubMed:21804595	PubMed:17016423;PubMed:11752352;PubMed:17139284;PubMed:21804595
1835	CHRM1	Doxylamine	DrugBank	PubMed:17016423;PubMed:17139284
1836	PGR	Levonorgestrel	DrugBank;KEGG Drugs;PubMed:21804595	PubMed:16084894;PubMed:17531625;PubMed:17077229;PubMed:17484506;PubMed:11752352;PubMed:16157482;PubMed:21804595
1837	SRD5A1	Levonorgestrel	DrugBank	PubMed:11521119;PubMed:11075290
1838	ESR1	Levonorgestrel	DrugBank;PubMed:21804595	PubMed:16325240;PubMed:16084894;PubMed:16307966;PubMed:17634204;PubMed:21804595;PubMed:16609013
1839	AR	Levonorgestrel	DrugBank	PubMed:14672731;PubMed:19833195;PubMed:19836445;PubMed:3139361
1840	ADRA1A	Norepinephrine	DrugBank;PubMed:21804595	PubMed:17016423;PubMed:17266602;PubMed:9138687;PubMed:17139284;PubMed:21804595;PubMed:8825367
1841	ADRA1B	Norepinephrine	DrugBank;KEGG Drugs;PubMed:21804595	PubMed:17016423;PubMed:8166240;PubMed:17266602;PubMed:18064417;PubMed:8294418;PubMed:17139284;PubMed:21804595;PubMed:7773533
1842	ADRA1D	Norepinephrine	DrugBank;KEGG Drugs;PubMed:21804595	PubMed:17016423;PubMed:7582530;PubMed:17266602;PubMed:7674815;PubMed:18064417;PubMed:15451776;PubMed:21804595;PubMed:17139284
1843	ADRA2A	Norepinephrine	DrugBank;KEGG Drugs;PubMed:21804595	PubMed:17016423;PubMed:10742288;PubMed:18064417;PubMed:11306720;PubMed:18680204;PubMed:1980236;PubMed:21804595;PubMed:17139284;PubMed:9836297
1844	ADRA2B	Norepinephrine	DrugBank;KEGG Drugs;PubMed:21804595	PubMed:17016423;PubMed:11053214;PubMed:1979424;PubMed:11728431;PubMed:18064417;PubMed:1980236;PubMed:17139284;PubMed:21804595
1845	ADRA2C	Norepinephrine	DrugBank;KEGG Drugs;PubMed:21804595	PubMed:17016423;PubMed:8590979;PubMed:18064417;PubMed:1654268;PubMed:1980236;PubMed:21804595;PubMed:17139284;PubMed:17410123
1846	ADRB1	Norepinephrine	DrugBank;KEGG Drugs	PubMed:9464897;PubMed:19110970;PubMed:18064417;PubMed:11752352
1847	ADRB2	Norepinephrine	DrugBank;KEGG Drugs	PubMed:17016423;PubMed:9464897;PubMed:19110970;PubMed:18064417;PubMed:11504801;PubMed:9666280;PubMed:7969507;PubMed:17139284
1848	ADRB3	Norepinephrine	DrugBank;KEGG Drugs	PubMed:17016423;PubMed:9464897;PubMed:8106131;PubMed:8097243;PubMed:17139284;PubMed:8105356
1849	PAH	Norepinephrine	DrugBank	PubMed:17016423;PubMed:1646718;PubMed:4156788;PubMed:2226440;PubMed:17139284
1850	HTR2A	Mirtazapine	DrugBank;KEGG Drugs;PubMed:21804595	PubMed:10446738;PubMed:11063897;PubMed:10451911;PubMed:10446735;PubMed:10446734;PubMed:21804595;PubMed:11607047
1851	HTR3A	Mirtazapine	DrugBank;KEGG Drugs;PubMed:21804595	PubMed:17587360;PubMed:11752352;PubMed:10446735;PubMed:8930006;PubMed:10446734;PubMed:21804595;PubMed:11607047
1852	ADRA2A	Mirtazapine	DrugBank;KEGG Drugs;PubMed:21804595	PubMed:12523492;PubMed:10793320;PubMed:11931344;PubMed:11939713;PubMed:21804595;PubMed:14628003;PubMed:11607047
1853	HTR2C	Mirtazapine	DrugBank;KEGG Drugs;PubMed:21804595	PubMed:16433010;PubMed:9832994;PubMed:14615872;PubMed:10762339;PubMed:11752352;PubMed:21804595;PubMed:11271412
1854	OPRK1	Mirtazapine	DrugBank	PubMed:12372565
1855	HRH1	Mirtazapine	DrugBank	PubMed:11752352
1856	GABRA1	Meprobamate	DrugBank;KEGG Drugs;PubMed:21804595	PubMed:19244096;PubMed:9067327;PubMed:11752352;PubMed:21804595
1857	GABRA2	Meprobamate	DrugBank;KEGG Drugs;PubMed:21804595	PubMed:19244096;PubMed:9067327;PubMed:21804595
1858	GABRA3	Meprobamate	DrugBank;KEGG Drugs;PubMed:21804595	PubMed:19244096;PubMed:9067327;PubMed:21804595
1859	GABRA4	Meprobamate	DrugBank;KEGG Drugs;PubMed:21804595	PubMed:19244096;PubMed:9067327;PubMed:21804595
1860	GABRA5	Meprobamate	DrugBank;KEGG Drugs;PubMed:21804595	PubMed:19244096;PubMed:9067327;PubMed:21804595
1861	GABRA6	Meprobamate	DrugBank;KEGG Drugs;PubMed:21804595	PubMed:19244096;PubMed:9067327;PubMed:21804595
1862	DRD2	Thiethylperazine	DrugBank;PubMed:21804595	PubMed:17016423;PubMed:15469457;PubMed:21804595;PubMed:17139284
1863	DRD1	Thiethylperazine	DrugBank;PubMed:21804595	PubMed:17016423;PubMed:17139284;PubMed:21804595
1864	DRD4	Thiethylperazine	DrugBank;PubMed:21804595	PubMed:17016423;PubMed:21804595;PubMed:17139284
1865	ADRB1	Timolol	DrugBank;KEGG Drugs;PubMed:21804595	PubMed:10433496;PubMed:12221524;PubMed:11752352;PubMed:10870519;PubMed:21804595;PubMed:8864321;PubMed:16315032
1866	ADRB2	Timolol	DrugBank;KEGG Drugs;PubMed:21804595	PubMed:16205624;PubMed:8103526;PubMed:9730867;PubMed:11752352;PubMed:10592235;PubMed:21804595;PubMed:8719802;PubMed:9088585
1867	PTGIR	Treprostinil	DrugBank;KEGG Drugs	PubMed:11752352;PubMed:18574748;PubMed:20622039;PubMed:15163595
1868	PPARD	Treprostinil	DrugBank	PubMed:16239641
1869	P2RY12	Treprostinil	DrugBank;PubMed:21804595	PubMed:17016423;PubMed:17139284;PubMed:21804595
1870	CHRM1	Trihexyphenidyl	DrugBank;KEGG Drugs;PubMed:21804595	PubMed:1994002;PubMed:17016423;PubMed:18685832;PubMed:2432979;PubMed:3208836;PubMed:11752352;PubMed:17631384;PubMed:21804595;PubMed:17139284
1871	CHRM2	Trihexyphenidyl	DrugBank;KEGG Drugs	PubMed:1994002;PubMed:1635586;PubMed:3208836
1872	CHRM3	Trihexyphenidyl	DrugBank;KEGG Drugs	PubMed:1994002;PubMed:1635586;PubMed:3208836
1873	CHRM4	Trihexyphenidyl	DrugBank;KEGG Drugs	PubMed:1994002;PubMed:1635586
1874	CHRM5	Trihexyphenidyl	DrugBank;KEGG Drugs	PubMed:1994002;PubMed:1635586
1875	HTR3A	Palonosetron	DrugBank;KEGG Drugs;PubMed:21804595	PubMed:15102873;PubMed:17106506;PubMed:16163194;PubMed:15378559;PubMed:14760130;PubMed:14640928;PubMed:15232725;PubMed:14504060;PubMed:17026451;PubMed:15139789;PubMed:19852528;PubMed:11752352;PubMed:14635083;PubMed:21804595
1876	PGR	Dydrogesterone	DrugBank;KEGG Drugs;PubMed:21804595	PubMed:8486204;PubMed:6827166;PubMed:436795;PubMed:11752352;PubMed:21804595;PubMed:16045524;PubMed:15128769
1877	SCN5A	Mexiletine	DrugBank;KEGG Drugs;PubMed:21804595	PubMed:16168489;PubMed:12123767;PubMed:12676070;PubMed:12650887;PubMed:12604879;PubMed:11752352;PubMed:11196553;PubMed:21804595
1878	AHR	Mexiletine	DrugBank	PubMed:17327465
1879	TOP2A	Dexrazoxane	DrugBank	PubMed:12911317;PubMed:11179439;PubMed:11984069;PubMed:17652819;PubMed:11046078;PubMed:11752352;PubMed:11332155;PubMed:10194547;PubMed:17115008
1880	TOP2B	Dexrazoxane	DrugBank	PubMed:17016423;PubMed:10592235;PubMed:17139284
1881	CACNA1C	Amlodipine	DrugBank;KEGG Drugs	PubMed:11752352
1882	CACNA2D1	Amlodipine	DrugBank	PubMed:11752352
1883	CACNB2	Amlodipine	DrugBank	PubMed:11752352
1884	CACNA1D	Amlodipine	DrugBank;KEGG Drugs	PubMed:19029287
1885	CACNA1S	Amlodipine	DrugBank;KEGG Drugs	PubMed:16675661
1886	CACNA1B	Amlodipine	DrugBank;PubMed:21804595	PubMed:10374627;PubMed:10525060;PubMed:19634509;PubMed:9249249;PubMed:20097194;PubMed:11426839;PubMed:21804595
1887	CACNA2D3	Amlodipine	DrugBank	PubMed:10374627;PubMed:10525060;PubMed:19634509;PubMed:9249249;PubMed:20097194;PubMed:11426839
1888	CACNB1	Amlodipine	DrugBank	PubMed:10374627;PubMed:10525060;PubMed:19634509;PubMed:9249249;PubMed:20097194;PubMed:11426839
1889	CA1	Amlodipine	DrugBank	PubMed:11392054;PubMed:11061585;PubMed:11101200
1890	ACHE	Tacrine	DrugBank;KEGG Drugs;PubMed:21804595	PubMed:10375753;PubMed:10208549;PubMed:21804595;PubMed:10513568;PubMed:10210906;PubMed:17218977;PubMed:16860785;PubMed:12871155;PubMed:15544504;PubMed:16880719;PubMed:11752352;PubMed:10024872;PubMed:15544507
1891	BCHE	Tacrine	DrugBank	PubMed:16860785;PubMed:12871155;PubMed:10375753;PubMed:17218977
1892	CHRM3	Oxyphencyclimine	DrugBank;KEGG Drugs;PubMed:21804595	PubMed:17016423;PubMed:1426023;PubMed:3247303;PubMed:21804595;PubMed:17139284
