# File generated by PiHelper. Please see the project web site for further details on data use terms.
# Exporter: DrugExporter
# Time: 2014.07.15 at 01:58:08 EDT
PiHelper_Drug_ID	Drug_Name	Drug_Synonyms	Description	Number_of_Targets	ATC_Codes	isFdaApproved	isCancerDrug	isNutraceutical	Number_Of_Clinical_Trials	DataSources	References
57044	Tolterodine	Tolterondine Tartrate;Detrol;Tolterodinum [INN-Latin];Tolterodine [INN];Tolterodine Tartrate;tolterodine extended release capsules;Detrol LA;Tolterodine L-Tartrate;Tolterodina [INN-Spanish]	"Tolterodine is an antimuscarinic drug that is used to treat urinary incontinence. Tolterodine acts on M2 and M3 subtypes of muscarinic receptors."	5	G04BD07	true	false	false	-1	DrugBank;KEGG Drugs	NIKKAJI:J1.208.248G;KEGG:D01148;National Drug Code Directory:0009-5190-01;PharmGKB:PA164746757;LigandBox:D00646;CAS:124937-52-6;LigandBox:D01148;CAS:124937-51-5;KEGG Compound:C07750;PubChem Substance:7848211;PubMed:21804595;DrugBank:DB01036;KEGG:D00646;PubChem Substance:7847712;Drugs Product Database (DPD):2244612;NIKKAJI:J561.859B;ChEBI:9622;KEGG Drug:D00646
57045	Selegiline	Gen-Selegiline;Carbex;Apo-Selegiline;Sd Deprenyl;L-Deprenalin;Selegeline Hcl;Jumex;Nu-Selegiline;Zelapar;Selegilinum [INN-Latin];Eldepryl;Selegilina [INN-Spanish];Novo-Selegiline;Emsam	"A selective, irreversible inhibitor of Type B monoamine oxidase. It is used in newly diagnosed patients with Parkinson's disease. It may slow progression of the clinical disease and delay the requirement for levodopa therapy. It also may be given with levodopa upon onset of disability. (From AMA Drug Evaluations Annual, 1994, p385) The compound without isomeric designation is Deprenyl. [PubChem]"	2	N04BD01	true	false	false	-1	DrugBank;KEGG Drugs	ChEBI:50217;BindingDB:15579;PubChem Substance:7847850;Drugs Product Database (DPD):2238340;CAS:14611-52-0;NIKKAJI:J34.132K;PubMed:21804595;KEGG Drug:D03731;CAS:14611-51-9;PubChem Substance:17397820;KEGG:D00785;KEGG Compound:C07245;LigandBox:D03731;NIKKAJI:J417.609J;LigandBox:D00785;DrugBank:DB01037;KEGG:D03731;PharmGKB:PA451316;National Drug Code Directory:0378-9290-91
57046	Carphenazine	Procethazine;Carfenazine;Proketazin;Proketazine;Carphenazin	"Carphenazine is an antipsychotic drug, used in hospitalized patients in the management of chronic schizophrenic psychoses."	3		true	false	false	-1	DrugBank	PharmGKB:PA164750571;ChEBI:51235;DrugBank:DB01038;PubMed:21804595
57047	Fenofibrate	Fenofibratum [INN-Latin];Fenofibric acid;Lipantil;FNF;Lipanthyl;Tricor;Liposit;Lipifen;Lipidex;Antara;Lipsin;Lipoclar;Elasterate;Lipofene;Fenobrate;Elasterin;Lipirex;Triglide;Finofibrate;Fenotard;Sedufen;Protolipan;Secalip;Procetofen;Lipidil Supra;Nolipax;Proctofene;Fenofibrato [INN-Spanish];Fenogal;Lofibra;Lipidil Micro;Lipidil;Ankebin;Luxacor	"An antilipemic agent which reduces both cholesterol and triglycerides in the blood. [PubChem]"	2	C10AB05	true	true	false	2	DrugBank;KEGG Drugs	PharmGKB:PA449594;PubChem Compound:3339;LigandBox:D00565;PubChem Substance:7847631;KEGG:D00565;PubMed:21804595;ChEBI:5001;National Drug Code Directory:0378-7100-77;KEGG Drug:D00565;KEGG Compound:C07586;ChemSpider:3222;Drugs Product Database (DPD):2250039;PubChem Substance:46507371;NIKKAJI:J10.021H;DrugBank:DB01039;CAS:49562-28-9
57048	Thalidomide	Sedin;Pantosediv;Glutanon;Contergan;Thalin;Distaval;Imidan;Neufatin;Theophilcholine;Asidon 3;Shinnibrol;Polygripan;Predni-Sediv;Kevadon;Isomin;Telargan;Asmadion;Sedalis;Noxodyn;Pangul;Valgis;Gastrinide;Nerosedyn;alpha-phthalimidoglutarimide;Poly-Giron;Neosydyn;Sedisperil;Softenil;Distoval;Valgraine;Talargan;Thalidomine USP26;N-Phthalylglutamic acid imide;N-Phthalimidoglutamic acid imide;Sleepan;Thalinette;Psycholiquid;Sandormin;Distaxal;Sedimide;Psychotablets;Noctosediv;Thalidomide;Telagan;Sedalis sedi-lab;Neurosedym;Calmore;Imidene;Neurosedyn;Nibrol;Bonbrain;Imida-Lab;Nevrodyn;Enterosediv;Pro-ban M;Neosedyn;Yodomin;Quietoplex;Quetimid;Slipro;Corronarobetin;Ectiluran;Calmorex;Telargean;Bonbrrin;Grippex;Neaufatin;Kedavon;Hippuzon;Glupan;N-Phthaloylglutamimide;Talimol;Talismol;Algosediv;Tensival;Neurodyn;Sedoval;Neurosedin;Thalomid;Softenon;Profarmil;Asmaval;Shin-naito S	"A piperidinyl isoindole originally introduced as a non-barbiturate hypnotic, but withdrawn from the market due to teratogenic effects. It has been reintroduced and used for a number of immunological and inflammatory disorders. Thalidomide displays immunosuppresive and anti-angiogenic activity. It inhibits release of tumor necrosis factor-alpha from monocytes, and modulates other cytokine action. [PubChem]"	4	L04AX02	true	true	false	246	DrugBank	ChemSpider:5233;DrugBank:DB01041;National Drug Code Directory:59572-205-14;KEGG Drug:D00754;NCI_Drug:42332;PharmGKB:PA451644;KEGG Compound:C07910;PubChem Substance:46505665;BindingDB:50070114;PubMed:21804595;PubChem Compound:5426
57049	Melphalan	L-Sarcolysin;Phenylalanine mustard;Sarcolysine;Mephalan;L-Sarkolysin;Sarkolysin;Melfalan;L-Sarcolysine;L-Phenylalanine mustard;Levofalan;L-PAM;Phenylalanine nitrogen mustard;Alkeran	"An alkylating nitrogen mustard that is used as an antineoplastic in the form of the levo isomer - melphalan, the racemic mixture - merphalan, and the dextro isomer - medphalan; toxic to bone marrow, but little vesicant action; potential carcinogen. [PubChem]"	0	L01AA03	true	true	false	462	DrugBank	NSC:8806;National Drug Code Directory:0173-0045-35;PharmGKB:PA450354;PubChem Substance:568198;DrugBank:DB01042;PubChem Compound:4053;KEGG Drug:D00369;Drugs Product Database (DPD):4715;ChEBI:28876;BindingDB:50038356
57050	Memantine	Memantina [INN-Spanish];Namenda;Memantine [INN];Memantinum [INN-Latin];Memantine HCL;Memantine Hydrochloride;Ebixa	"Memantine is an amantadine derivative with low to moderate-affinity for NMDA receptors. It is a noncompetitive NMDA receptor antagonist that binds preferentially to NMDA receptor-operated cation channels. It  blocks the effects of excessive levels of glutamate that may lead to neuronal dysfunction. It is under investigation for the treatment of Alzheimer's disease, but there has been no clinical support for the prevention or slowing of disease progression."	8	N06DX01	true	true	false	4	DrugBank;KEGG Drugs	CAS:41100-52-1;LigandBox:D04905;PubChem Substance:96024864;PubChem Compound:4054;PharmGKB:PA10364;LigandBox:D08174;PubChem Substance:46506702;NIKKAJI:J299.313I;CAS:19982-08-2;PubChem Substance:47206665;ChemSpider:3914;BindingDB:50062599;PubMed:21804595;DrugBank:DB01043;KEGG Compound:C13736;NIKKAJI:J13.646H;KEGG:D08174;KEGG:D04905;Drugs Product Database (DPD):2260638;National Drug Code Directory:0456-3205-60
57051	Lubiprostone	RU-0211;Amitiza	"Lubiprostone is a medication used in the management of idiopathic chronic constipation. It is a bicyclic fatty acid (prostaglandin E1 derivative) which acts by specifically activating ClC-2 chloride channels on the apical aspect of gastrointestinal epithelial cells, producing a chloride-rich fluid secretion. These secretions soften the stool, increase motility, and promote spontaneous bowel movements (SBM)."	1	A06AX03	true	true	false	1	DrugBank	KEGG Compound:C13707;ChemSpider:571057;National Drug Code Directory:64764-080-60;PubChem Substance:46505874;DrugBank:DB01046;KEGG Drug:D04790;PubChem Compound:656719;PharmGKB:PA164777012;PubMed:21804595
57052	Fluocinonide	Straderm;Biscosal;Fluzon;Fluocinonide Emulsified Base;Fluocinolide;Fluocinonidum [INN-Latin];Fluocinonide [USAN:BAN:INN:JAN];Cortalar;Lidex-E;Fluonex;Topsyn;Lyderm;Fluocinolone acetonide acetate;Lidex;Vanos;Metosyn;Lonide;Fluocinolide acetate;Bestasone;Topsymin;Fluocinonido [INN-Spanish];Lidex E;Synalar acetate	"A topical glucocorticoid used in the treatment of eczema. [PubChem]"	3	C05AA11;D07AC08	true	false	false	-1	DrugBank;KEGG Drugs	KEGG Drug:D00325;PharmGKB:PA449664;ChemSpider:9265;PubChem Compound:9642;PubChem Substance:7847391;PubChem Substance:46504523;CAS:356-12-7;PubMed:21804595;Drugs Product Database (DPD):716863;NIKKAJI:J2.036B;DrugBank:DB01047;National Drug Code Directory:0168-0139-15;KEGG:D00325;LigandBox:D00325
57053	Ergoloid mesylate	Hydrogenated Ergot Alkaloids;Dihydroergotoxine Mesilate;Ergoloid Mesylates [Usan];Alkergot;Hydergine LC;Dihydroergotoxin Mesilat;Hydergine;Dihydroergotoxine Mesylate;Ischelium;Circanol;Hydergin;Co-Dergocrine Mesylate;Dihydroergotoxine Methanesulfonate;Gerimal;Deapril-ST;Dihydroergotoxine Methanesulphonate;Dihydroergotoxin Methanesulfonate;Dihydroergotoxin Mesylate;Trigot;Redergin	"Ergoloid mesylate is a dihydrogenated ergot (Claviceps purpurea) derivative alkaloid used as a vasodilator agent.  Ergoloid Mesylate is the only vasodilator that has shown mild benefits in the treatment of vascular dementia."	4	C04AE01	true	false	false	-1	DrugBank	National Drug Code Directory:0078-0101-05;Drugs Product Database (DPD):176176;KEGG Compound:C14055;KEGG Drug:D02268;ChEBI:34706;DrugBank:DB01049;PubMed:21804595;PharmGKB:PA164752439
57054	Ibuprofen	Children's Advil;Galprofen;Rebugen;Fenpaed;Cap-Profen;Alges-X;Herron Blue;Diverin;Seclodin;Ibumetin;Bonifen;Rimafen;Children's Motrin;Ibux;Ibumidol;NeoProfen;Ebufac;Bugesic;Ibuflam;Amibufen;Kratalgin;Nobfelon;Napacetin;Advil Liqui-Gels;Burana;Profin;Ibum;Spedifen;Apsifen-F;Midol 200;Roidenin;Ibumax;Artofen;Nobgen;Anadin Joint Pain;Nobfen;Rufen;Unafen;Brufort;Calprofen;Ibuprin;IBU-Ratiopharm;Naron Ace;Ratiodolor;Junior Strength Ibuprofen;Caldolor;Algoflex;Myprodol;Children's Elixsure;Ibrofen and Ibugan;Espidifen;Ibuleve;Dolocyl;Perifar;Ibugel;Ibuprohm;Act-3;Motrin;Adran;Solpaflex;Upfen;Nurofen;Fenbid;Finalflex;Artril 300;Lidifen;Dalsy;Actiprofen;Spidifen;Alivium;Norvectan;Ranfen;Rafen;Pediatric Advil;Dolormin;Advil;Anadin Ibuprofen;Ibuprocin;IbuHEXAL;Nureflex;Ibuprophen;Inoven;Ipren;Brufanic;Codral;Dolo-Spedifen;Speedpain NANO;Ifen;Narfen;Ibustar;P-Isobutylhydratropic Acid;Ibu-Attritin;Doloraz;Ibuxin;Ibu-Slo;Neobrufen;Inabrin;Ibuprosyn;Dismenol;Apo-Ibuprofen;Buprovil;Dolo-Dolgit;Ibugesic;Ibuprom;Bluton;EmuProfen;Pedia-Profen;Epobron;Ibutid;Amersol;Ibu;Betaprofen;Anflagen;Lebrufen;Eve;Algofren;Profen;Ibupain;Medipren;Lotem;Ibalgin;Arthrofen;Dolgit;Mypaid;Pediaprofen;Rapidol;Dorival;Anco;Medicol;Junior Strength Advil;Tab-Profen;Haltran;Para-Isobutylhydratropic Acid;Betagesic;Ibufen;Buburone;Ibu-Tab;Brufen Retard;Lamidon;Nuprin;Novoprofen;Midol;Orbifen;Aktren;Liptan;Suspren;Ibu-Vivimed;Salvarina;Andran;Junior Strength Motrin;Moment;Tefin;Apsifen;i-profen;Paxofen;Dolgirid;Ibu-Tab 200;Mynosedin;Femadon;Tabalon;Children's Ibuprofen;Pantrop;Brufen;Novogent N;Trendar;Panafen;Butylenin;Dolofort;Urem;Fenbid Spansule;Alaxan;Adex;Ibuprox	"Ibuprofen, a propionic acid derivative, is a prototypical nonsteroidal anti-inflammatory agent (NSAIA) with analgesic and antipyretic properties. "	7	M02AA13;M01AE01;M01AE14;G02CC01;C01EB16	true	true	false	6	DrugBank;KEGG Drugs	LigandBox:D01122;CAS:61054-06-6;KEGG:D08058;LigandBox:D09760;Guide to Pharmacology:2713;KEGG:D08059;KEGG:D04490;PubMed:21804595;KEGG:D09760;PubChem Substance:124490500;NIKKAJI:J3.134H;CAS:112017-99-9;PDB:IBP;National Drug Code Directory:0182-8688-89;PubChem Substance:47208257;IUPHAR:2713;PubChem Substance:46507255;DrugBank:DB01050;CAS:527688-20-6;ChEBI:5855;PubChem Substance:7847194;CAS:15687-27-1;LigandBox:D08058;PubChem Substance:47206338;LigandBox:D06606;PubChem Compound:3672;NIKKAJI:J300.133D;CAS:31121-93-4;KEGG Drug:D00126;LigandBox:D08059;NIKKAJI:J14.679J;NIKKAJI:J27.647B;ChemSpider:3544;PubChem Substance:7848185;PharmGKB:PA449957;KEGG Compound:C01588;KEGG:D00126;LigandBox:D00126;PubChem Substance:96024750;PubChem Substance:96024751;Drugs Product Database (DPD):636525;KEGG:D01122;KEGG:D06606;CAS:57469-77-9
57055	Nitrendipine	Nidrel;Nitrendipino [INN-Spanish];Nitrendipinum [INN-Latin];Baypress;Nitrepin;Bylotensin;Bayotensin;Deiten;Nitrendipin	"A calcium channel blocker with marked vasodilator action. It is an effective antihypertensive agent and differs from other calcium channel blockers in that it does not reduce glomerular filtration rate and is mildly natriuretic, rather than sodium retentive. [PubChem]"	9	C08CA08	true	false	false	-1	DrugBank;KEGG Drugs	ChemSpider:4351;DrugBank:DB01054;PharmGKB:PA146096020;PubChem Substance:7847695;KEGG Drug:D00629;CAS:39562-70-4;IUPHAR:2334;KEGG:D00629;PubMed:21804595;BindingDB:50012016;PubChem Substance:46508817;NIKKAJI:J16.451H;PubChem Compound:4507;Guide to Pharmacology:2334;LigandBox:D00629;KEGG Compound:C07713
57056	Mimosine	Leucenine;Leucenol;Leucaenol;Leucaenine;Mimosin;L-Mimosine	"3-Hydroxy-4-oxo-1(4H)-pyridinealanine. An antineoplastic alanine-substituted pyridine derivative isolated from Leucena glauca. [PubChem]"	3		true	false	false	-1	DrugBank	DrugBank:DB01055;PubChem Compound:440473;PharmGKB:PA164752445;ChemSpider:389405;PubChem Substance:46505895
57057	Tocainide	Tocainidum [INN-Latin];Tonocard;Tocainida [INN-Spanish]	"An antiarrhythmic agent which exerts a potential- and frequency-dependent block of sodium channels. [PubChem]"	7	C01BB03	true	false	false	-1	DrugBank;KEGG Drugs	KEGG Compound:C07142;ChEBI:9611;KEGG:D02088;PubChem Substance:46505385;CAS:35891-93-1;CAS:41708-72-9;DrugBank:DB01056;PharmGKB:PA451706;BindingDB:50092595;NIKKAJI:J16.873D;ChemSpider:35632;PubMed:21804595;KEGG Drug:D06172;LigandBox:D06172;LigandBox:D02088;KEGG:D06172;PubChem Substance:47207830;Drugs Product Database (DPD):598941;PubChem Substance:7849149;NIKKAJI:J540.743E;PubChem Compound:38945
57058	Echothiophate	Echothiophate Iodide;Echodide;Phospholine Iodide;Phospholine	"A potent, long-acting irreversible cholinesterase inhibitor used as an ocular hypertensive in the treatment of glaucoma. Occasionally used for accomodative esotropia."	1		true	false	false	-1	DrugBank	Drugs Product Database (DPD):2238076;National Drug Code Directory:0046-1062-05;DrugBank:DB01057;PubChem Compound:10547;ChEBI:4753;PubChem Substance:46505944;KEGG Drug:D02193;PubMed:21804595;PharmGKB:PA164743139
57059	Praziquantel	Biltricide	"An anthelmintic used in most schistosome and many cestode infestations. [PubChem]"	0	P02BA01	true	false	false	-1	DrugBank	National Drug Code Directory:0085-1747-01;ChemSpider:4722;KEGG Drug:D00471;DrugBank:DB01058;PharmGKB:PA164764583;PubChem Compound:4891;Drugs Product Database (DPD):2230897;PubChem Substance:46507082;PDB:PZQ;KEGG Compound:C07367
57060	Oxybutynin	Ditropan;transdermal patch;Oxybutynine [INN-French];Oxybutynin Hydrochloride;oxybutynin topical gel;Oxybutynin Chloride;Oxybutinin;Ditropan Xl;Oxybutynin Base;Oxibutyninum;Oxytrol;Oxybutyninum [INN-Latin];Oxibutinina [INN-Spanish]	"Oxybutynin is an anticholinergic medication used to relieve urinary and bladder difficulties, including frequent urination and inability to control urination, by decreasing muscle spasms of the bladder. It competitively antagonizes the M1, M2, and M3 subtypes of the muscarinic acetylcholine receptor."	3	G04BD04	true	false	false	-1	DrugBank;KEGG Drugs	PubChem Compound:4634;IUPHAR:359;PubChem Substance:7847531;PubChem Substance:46508005;ChEBI:7856;LigandBox:D00465;CAS:1508-65-2;KEGG Drug:D00465;CAS:5633-20-5;LigandBox:D00722;KEGG:D00722;NIKKAJI:J8.038A;PubChem Substance:7847787;PubMed:21804595;KEGG Compound:C07360;Guide to Pharmacology:359;National Drug Code Directory:52544-920-08;PharmGKB:PA164746030;ChemSpider:4473;DrugBank:DB01062;Drugs Product Database (DPD):2260751;KEGG:D00465;NIKKAJI:J244.850E
57061	Acetophenazine	Tindal	"Acetophenazine is an antipsychotic drug of moderate-potency. It is used in the treatment of disorganized and psychotic thinking. It is also used to help treat false perceptions (e.g. hallucinations or delusions). It primarily targets the dopamine D2 receptor."	2	N05AB07	true	false	false	-1	DrugBank	DrugBank:DB01063;ChEBI:2401;PharmGKB:PA164781360;KEGG Compound:C06807;PubMed:21804595
57062	Isoproterenol	Epinephrine Isopropyl Homolog;Euspiran;Isonorin;Aleudrin;Bronkephrine;Isopropylarterenol;Isopropylnorepinephrine;Novodrin;Medihaler-Iso;Isopropyladrenaline;N-Isopropylnoradrenaline;Isoproterenol HCl;Respifral;Aludrin;Neodrenal;Isupren;Isoproterenol Chloride;L-Isoproterenol;Norisodrine;Isuprel;Isadrine;Isoprenaline;Isorenin;Isoprenalin;Saventrine;Assiprenol;Aerolone;Aleudrine;N-Isopropylnorepinephrine;Norisodrine Aerotrol;Isopropydrin;Isonorene;Aludrine;Asiprenol;Proternol;Asmalar;Vapo-Iso;Isopropylnoradrenaline;Bellasthman;Neo-Epinine;Isuprel Mistometer;L-Isopropylnoradrenaline	"Isopropyl analog of epinephrine; beta-sympathomimetic that acts on the heart, bronchi, skeletal muscle, alimentary tract, etc. It is used mainly as bronchodilator and heart stimulant. [PubChem]"	7	D08AX05;C01CA02	true	false	false	-1	DrugBank;KEGG Drugs	NIKKAJI:J28.477G;KEGG:D08090;PubChem Substance:46507323;CAS:5984-95-2;Guide to Pharmacology:536;CAS:6700-39-6;PubMed:21804595;NIKKAJI:J231.236K;KEGG:D02150;LigandBox:D02150;IUPHAR:536;PubChem Substance:96024780;DrugBank:DB01064;Drugs Product Database (DPD):897639;PubChem Compound:3779;KEGG:D02066;PubChem Substance:7849128;LigandBox:D08090;PubChem Substance:7849211;KEGG:D01390;National Drug Code Directory:0089-0785-21;ChemSpider:3647;NIKKAJI:J311.539I;LigandBox:D01390;LigandBox:D02066;ChEBI:6046;PharmGKB:PA450121;BindingDB:25392;KEGG Compound:C07056;CAS:7683-59-2;PubChem Substance:7848453;CAS:51-30-9
57063	Melatonin	Melatonex;Night Rest;N-acetyl-5-methoxytryptamine;Melatol;Mela-T;Melovine;Melatonine;Revital Melatonin;Rx Balance;MEL;Sleep Right;Vivitas;Circadin;Nature'S Harmony;MLT;Melatonin;MT6;Pineal Hormone	"Melatonin is a biogenic amine that is found in animals, plants and microbes. Aaron B. Lerner of Yale University is credited for naming the hormone and for defining its chemical structure in 1958.  In mammals, melatonin is produced by the pineal gland. The pineal gland is small endocrine gland, about the size of a rice grain and shaped like a pine cone (hence the name), that is located in the center of the brain (rostro-dorsal to the superior colliculus) but outside the blood-brain barrier. The secretion of melatonin increases in darkness and decreases during exposure to light, thereby regulating the circadian rhythms of several biological functions, including the sleep-wake cycle. In particular, melatonin regulates the sleep-wake cycle by chemically causing drowsiness and lowering the body temperature.  Melatonin is also implicated in the regulation of mood, learning and memory, immune activity, dreaming, fertility and reproduction. Melatonin is also an effective antioxidant.  Most of ..."	10	N05CH01	true	false	true	-1	DrugBank;KEGG Drugs	LigandBox:D08170;DrugBank:DB01065;KEGG:D08170;Drugs Product Database (DPD):793167;ChemSpider:872;CAS:73-31-4;ChEBI:16796;PubChem Compound:896;IUPHAR:1357;PubMed:21804595;PDB-CCD:ML1;PharmGKB:PA164752558;NIKKAJI:J5.258B;KEGG Compound:C01598;PubChem Substance:46509101;Guide to Pharmacology:1357;BindingDB:9019;PDB:ML1;PubChem Substance:96024860
